PartNumber,PartDescription,Brand,Size,BoltPattern,Offset,MSRP_USD,MAP_USD,Finish,TIS_Comparable_MAP,Price_Difference,Match_Type
FC857BE17908812N,RINCON 17X9 8X180 124 -12 G-BLK MILL,Fuel 1PC,17X9,8X180,-12,405.00,405.00 ,Gloss Black Milled,394.08,10.92,size-avg
FC857BE18905001,RINCON 18X9 5X5 71 +1 G-BLK MILL,Fuel 1PC,18X9,5X5.0,1,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18905012N,RINCON 18X9 5X5 71 -12 G-BLK MILL,Fuel 1PC,18X9,5X5.0,-12,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18906301,RINCON 18X9 6X135 87 +1 G-BLK MILL,Fuel 1PC,18X9,6X135,1,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18906312N,RINCON 18X9 6X135 87 -12 G-BLK MILL,Fuel 1PC,18X9,6X135,-12,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18906801,RINCON 18X9 6X5.5 106 +1 G-BLK MILL,Fuel 1PC,18X9,6X5.5,1,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908001,RINCON 18X9 8X6.5 125 +1 G-BLK MILL,Fuel 1PC,18X9,8X6.5,1,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908012N,RINCON 18X9 8X6.5 125 -12 G-BLK MILL,Fuel 1PC,18X9,8X6.5,-12,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908512N,RINCON 18X9 5X5.5 78 -12 G-BLK MILL,Fuel 1PC,18X9,5X5.5,-12,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908701,RINCON 18X9 8X170 125 +1 G-BLK MILL,Fuel 1PC,18X9,8X170,1,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908712N,RINCON 18X9 8X170 125 -12 G-BLK MILL,Fuel 1PC,18X9,8X170,-12,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908801,RINCON 18X9 8X180 124 +1 G-BLK MILL,Fuel 1PC,18X9,8X180,1,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE18908812N,RINCON 18X9 8X180 124 -12 G-BLK MILL,Fuel 1PC,18X9,8X180,-12,450.00,450.00 ,Gloss Black Milled,438.00,12.00,exact
FC857BE20105018N,RINCON 20X10 5X5 71 -18 G-BLK MILL,Fuel 1PC,20X10,5X5.0,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20106318N,RINCON 20X10 6X135 87 -18 G-BLK MILL,Fuel 1PC,20X10,6X135,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20106818N,RINCON 20X10 6X5.5 106 -18 G-BLK MILL,Fuel 1PC,20X10,6X5.5,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20108018N,RINCON 20X10 8X6.5 125 -18 G-BLK MILL,Fuel 1PC,20X10,8X6.5,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20108518N,RINCON 20X10 5X5.5 78 -18 G-BLK MILL,Fuel 1PC,20X10,5X5.5,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20108718N,RINCON 20X10 8X170 125 -18 G-BLK MILL,Fuel 1PC,20X10,8X170,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20108818N,RINCON 20X10 8X180 124 -18 G-BLK MILL,Fuel 1PC,20X10,8X180,-18,500.00,500.00 ,Gloss Black Milled,476.15,23.85,exact
FC857BE20905825,RINCON 20X9 5X150 110 +25 G-BLK MILL,Fuel 1PC,20X9,5X150,25,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20906301,RINCON 20X9 6X135 87 +1 G-BLK MILL,Fuel 1PC,20X9,6X135,1,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20906801,RINCON 20X9 6X5.5 106 +1 G-BLK MILL,Fuel 1PC,20X9,6X5.5,1,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20906820,RINCON 20X9 6X5.5 106 +20 G-BLK MILL,Fuel 1PC,20X9,6X5.5,20,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908001,RINCON 20X9 8X6.5 125 +1 G-BLK MILL,Fuel 1PC,20X9,8X6.5,1,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908020,RINCON 20X9 8X6.5 125 +20 G-BLK MILL,Fuel 1PC,20X9,8X6.5,20,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908501,RINCON 20X9 5X5.5 78 +1 G-BLK MILL,Fuel 1PC,20X9,5X5.5,1,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908701,RINCON 20X9 8X170 125 +1 G-BLK MILL,Fuel 1PC,20X9,8X170,1,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908720,RINCON 20X9 8X170 125 +20 G-BLK MILL,Fuel 1PC,20X9,8X170,20,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908801,RINCON 20X9 8X180 124 +1 G-BLK MILL,Fuel 1PC,20X9,8X180,1,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857BE20908820,RINCON 20X9 8X180 124 +20 G-BLK MILL,Fuel 1PC,20X9,8X180,20,475.00,475.00 ,Gloss Black Milled,478.00,-3.00,exact
FC857DX17905012N,RINCON 17X9 5X5 71 -12 MACH,Fuel 1PC,17X9,5X5.0,-12,605.00,605.00 ,Machined,398.00,207.00,exact
FC857DX17906301,RINCON 17X9 6X135 87 1 MACH,Fuel 1PC,17X9,6X135,1,605.00,605.00 ,Machined,398.00,207.00,exact
FC857DX17906801,RINCON 17X9 6X5.5 106 1 MACH,Fuel 1PC,17X9,6X5.5,1,605.00,605.00 ,Machined,398.00,207.00,exact
FC857DX17906825,RINCON 17X9 6X5.5 106 25 MACH,Fuel 1PC,17X9,6X5.5,25,605.00,605.00 ,Machined,398.00,207.00,exact
FC857MB17855001N,RINCON 17X8.5 5X5 71 -1 M-BLK G-BLK,Fuel 1PC,17X8.5,5X5.0,-1,370.00,370.00 ,Matte Black,,,
FC857MB17856301N,RINCON 17X8.5 6X135 87 -1 M-BLK G-BLK,Fuel 1PC,17X8.5,6X135,-1,370.00,370.00 ,Matte Black,,,
FC857MB17856801N,RINCON 17X8.5 6X5.5 106 -1 M-BLK G-BLK,Fuel 1PC,17X8.5,6X5.5,-1,370.00,370.00 ,Matte Black,,,
FC857MB17905001,RINCON 17X9 5X5 71 +1 M-BLK G-BLK,Fuel 1PC,17X9,5X5.0,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17905012N,RINCON 17X9 5X5 71 -12 M-BLK G-BLK,Fuel 1PC,17X9,5X5.0,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17905825,RINCON 17X9 5X150 110 +25 M-BLK G-BLK,Fuel 1PC,17X9,5X150,25,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17906301,RINCON 17X9 6X135 87 +1 M-BLK G-BLK,Fuel 1PC,17X9,6X135,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17906312N,RINCON 17X9 6X135 87 -12 M-BLK G-BLK,Fuel 1PC,17X9,6X135,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17906801,RINCON 17X9 6X5.5 106 +1 M-BLK G-BLK,Fuel 1PC,17X9,6X5.5,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17906812N,RINCON 17X9 6X5.5 106 -12 M-BLK G-BLK,Fuel 1PC,17X9,6X5.5,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17906825,RINCON 17X9 6X5.5 106 +25 M-BLK G-BLK,Fuel 1PC,17X9,6X5.5,25,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908001,RINCON 17X9 8X6.5 125 +1 M-BLK G-BLK,Fuel 1PC,17X9,8X6.5,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908012N,RINCON 17X9 8X6.5 125 -12 M-BLK G-BLK,Fuel 1PC,17X9,8X6.5,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908501,RINCON 17X9 5X5.5 78 +1 M-BLK G-BLK,Fuel 1PC,17X9,5X5.5,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908512N,RINCON 17X9 5X5.5 78 -12 M-BLK G-BLK,Fuel 1PC,17X9,5X5.5,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908701,RINCON 17X9 8X170 125 +1 M-BLK G-BLK,Fuel 1PC,17X9,8X170,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908712N,RINCON 17X9 8X170 125 -12 M-BLK G-BLK,Fuel 1PC,17X9,8X170,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908720,RINCON 17X9 8X170 125 +20 M-BLK G-BLK,Fuel 1PC,17X9,8X170,20,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908801,RINCON 17X9 8X180 124 +1 M-BLK G-BLK,Fuel 1PC,17X9,8X180,1,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908812N,RINCON 17X9 8X180 124 -12 M-BLK G-BLK,Fuel 1PC,17X9,8X180,-12,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB17908820,RINCON 17X9 8X180 124 +20 M-BLK G-BLK,Fuel 1PC,17X9,8X180,20,370.00,370.00 ,Matte Black,398.00,-28.00,exact
FC857MB18905001,RINCON 18X9 5X5 71 +1 M-BLK G-BLK,Fuel 1PC,18X9,5X5.0,1,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18905012N,RINCON 18X9 5X5 71 -12 M-BLK G-BLK,Fuel 1PC,18X9,5X5.0,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18906301,RINCON 18X9 6X135 87 +1 M-BLK G-BLK,Fuel 1PC,18X9,6X135,1,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18906312N,RINCON 18X9 6X135 87 -12 M-BLK G-BLK,Fuel 1PC,18X9,6X135,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18906801,RINCON 18X9 6X5.5 106 +1 M-BLK G-BLK,Fuel 1PC,18X9,6X5.5,1,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18906812N,RINCON 18X9 6X5.5 106 -12 M-BLK G-BLK,Fuel 1PC,18X9,6X5.5,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908001,RINCON 18X9 8X6.5 125 +1 M-BLK G-BLK,Fuel 1PC,18X9,8X6.5,1,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908012N,RINCON 18X9 8X6.5 125 -12 M-BLK G-BLK,Fuel 1PC,18X9,8X6.5,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908512N,RINCON 18X9 5X5.5 78 -12 M-BLK G-BLK,Fuel 1PC,18X9,5X5.5,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908701,RINCON 18X9 8X170 125 +1 M-BLK G-BLK,Fuel 1PC,18X9,8X170,1,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908712N,RINCON 18X9 8X170 125 -12 M-BLK G-BLK,Fuel 1PC,18X9,8X170,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908801,RINCON 18X9 8X180 124 +1 M-BLK G-BLK,Fuel 1PC,18X9,8X180,1,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB18908812N,RINCON 18X9 8X180 124 -12 M-BLK G-BLK,Fuel 1PC,18X9,8X180,-12,420.00,420.00 ,Matte Black,446.54,-26.54,size-avg
FC857MB20105018N,RINCON 20X10 5X5 71 -18 M-BLK G-BLK,Fuel 1PC,20X10,5X5.0,-18,485.00,485.00 ,Matte Black,464.67,20.33,exact
FC857MB20106318N,RINCON 20X10 6X135 87 -18 M-BLK G-BLK,Fuel 1PC,20X10,6X135,-18,485.00,485.00 ,Matte Black,464.67,20.33,exact
FC857MB20106818N,RINCON 20X10 6X5.5 106 -18 M-BLK G-BLK,Fuel 1PC,20X10,6X5.5,-18,485.00,485.00 ,Matte Black,464.67,20.33,exact
FC857MB20108018N,RINCON 20X10 8X6.5 125 -18 M-BLK G-BLK,Fuel 1PC,20X10,8X6.5,-18,485.00,485.00 ,Matte Black,464.67,20.33,exact
FC857MB20108718N,RINCON 20X10 8X170 125 -18 M-BLK G-BLK,Fuel 1PC,20X10,8X170,-18,485.00,485.00 ,Matte Black,464.67,20.33,exact
FC857MB20108818N,RINCON 20X10 8X180 124 -18 M-BLK G-BLK,Fuel 1PC,20X10,8X180,-18,485.00,485.00 ,Matte Black,464.67,20.33,exact
FC857MB20905001,RINCON 20X9 5X5 71 +1 M-BLK G-BLK,Fuel 1PC,20X9,5X5.0,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20905825,RINCON 20X9 5X150 110 +25 M-BLK G-BLK,Fuel 1PC,20X9,5X150,25,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20906301,RINCON 20X9 6X135 87 +1 M-BLK G-BLK,Fuel 1PC,20X9,6X135,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20906801,RINCON 20X9 6X5.5 106 +1 M-BLK G-BLK,Fuel 1PC,20X9,6X5.5,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20906820,RINCON 20X9 6X5.5 106 +20 M-BLK G-BLK,Fuel 1PC,20X9,6X5.5,20,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908001,RINCON 20X9 8X6.5 125 +1 M-BLK G-BLK,Fuel 1PC,20X9,8X6.5,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908020,RINCON 20X9 8X6.5 125 +20 M-BLK G-BLK,Fuel 1PC,20X9,8X6.5,20,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908501,RINCON 20X9 5X5.5 78 +1 M-BLK G-BLK,Fuel 1PC,20X9,5X5.5,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908701,RINCON 20X9 8X170 125 +1 M-BLK G-BLK,Fuel 1PC,20X9,8X170,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908720,RINCON 20X9 8X170 125 +20 M-BLK G-BLK,Fuel 1PC,20X9,8X170,20,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908801,RINCON 20X9 8X180 124 +1 M-BLK G-BLK,Fuel 1PC,20X9,8X180,1,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC857MB20908820,RINCON 20X9 8X180 124 +20 M-BLK G-BLK,Fuel 1PC,20X9,8X180,20,485.00,485.00 ,Matte Black,478.00,7.00,exact
FC860AX17855010,HYPE 17X8.5 5X5 71 +10 BTL-GRAY,Fuel 1PC,17X8.5,5X5.0,10,320.00,320.00 ,Matte Battleship Gray,,,
FC860AX17855810,HYPE 17X8.5 5X150 110 +10 BTL-GRAY,Fuel 1PC,17X8.5,5X150,10,335.00,335.00 ,Matte Battleship Gray,,,
FC860AX17855810N,HYPE 17X8.5 5X150 110 -10 BTL-GRAY,Fuel 1PC,17X8.5,5X150,-10,320.00,320.00 ,Matte Battleship Gray,,,
FC860AX17856310,HYPE 17X8.5 6X135 87 +10 BTL-GRAY,Fuel 1PC,17X8.5,6X135,10,320.00,320.00 ,Matte Battleship Gray,,,
FC860AX17856310N,HYPE 17X8.5 6X135 87 -10 BTL-GRAY,Fuel 1PC,17X8.5,6X135,-10,320.00,320.00 ,Matte Battleship Gray,,,
FC860AX17856410,HYPE 17X8.5 6X4.5 66.1 +10 BTL-GRAY,Fuel 1PC,17X8.5,6X4.5,10,320.00,320.00 ,Matte Battleship Gray,,,
FC860AX17856410N,HYPE 17X8.5 6X4.5 66.1 -10 BTL-GRAY,Fuel 1PC,17X8.5,6X4.5,-10,320.00,320.00 ,Matte Battleship Gray,,,
FC860AX17856810,HYPE 17X8.5 6X5.5 106 +10 BTL-GRAY,Fuel 1PC,17X8.5,6X5.5,10,335.00,335.00 ,Matte Battleship Gray,,,
FC860AX17856810N,HYPE 17X8.5 6X5.5 106 -10 BTL-GRAY,Fuel 1PC,17X8.5,6X5.5,-10,335.00,335.00 ,Matte Battleship Gray,,,
FC860AX18855010,HYPE 18X8.5 5X5 71 +10 BTL-GRAY,Fuel 1PC,18X8.5,5X5.0,10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18855010N,HYPE 18X8.5 5X5 71 -10 BTL-GRAY,Fuel 1PC,18X8.5,5X5.0,-10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18855810N,HYPE 18X8.5 5X150 110 -10 BTL-GRAY,Fuel 1PC,18X8.5,5X150,-10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18856310,HYPE 18X8.5 6X135 87 +10 BTL-GRAY,Fuel 1PC,18X8.5,6X135,10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18856310N,HYPE 18X8.5 6X135 87 -10 BTL-GRAY,Fuel 1PC,18X8.5,6X135,-10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18856410,HYPE 18X8.5 6X4.5 66.1 +10 BTL-GRAY,Fuel 1PC,18X8.5,6X4.5,10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18856410N,HYPE 18X8.5 6X4.5 66.1 -10 BTL-GRAY,Fuel 1PC,18X8.5,6X4.5,-10,370.00,370.00 ,Matte Battleship Gray,,,
FC860AX18856810,HYPE 18X8.5 6X5.5 106 +10 BTL-GRAY,Fuel 1PC,18X8.5,6X5.5,10,370.00,370.00 ,Matte Battleship Gray,,,
FC860DX17855010,HYPE 17X8.5 5X5 71 +10 MACH,Fuel 1PC,17X8.5,5X5.0,10,330.00,330.00 ,Machined,,,
FC860DX17855810,HYPE 17X8.5 5X150 110 +10 MACH,Fuel 1PC,17X8.5,5X150,10,345.00,345.00 ,Machined,,,
FC860DX17855810N,HYPE 17X8.5 5X150 110 -10 MACH,Fuel 1PC,17X8.5,5X150,-10,330.00,330.00 ,Machined,,,
FC860DX17856310,HYPE 17X8.5 6X135 87 +10 MACH,Fuel 1PC,17X8.5,6X135,10,330.00,330.00 ,Machined,,,
FC860DX17856310N,HYPE 17X8.5 6X135 87 -10 MACH,Fuel 1PC,17X8.5,6X135,-10,330.00,330.00 ,Machined,,,
FC860DX17856410,HYPE 17X8.5 6X4.5 66.1 +10 MACH,Fuel 1PC,17X8.5,6X4.5,10,330.00,330.00 ,Machined,,,
FC860DX17856410N,HYPE 17X8.5 6X4.5 66.1 -10 MACH,Fuel 1PC,17X8.5,6X4.5,-10,330.00,330.00 ,Machined,,,
FC860DX17856810,HYPE 17X8.5 6X5.5 106 +10 MACH,Fuel 1PC,17X8.5,6X5.5,10,345.00,345.00 ,Machined,,,
FC860DX17856810N,HYPE 17X8.5 6X5.5 106 -10 MACH,Fuel 1PC,17X8.5,6X5.5,-10,345.00,345.00 ,Machined,,,
FC860DX18855010,HYPE 18X8.5 5X5 71 +10 MACH,Fuel 1PC,18X8.5,5X5.0,10,380.00,380.00 ,Machined,,,
FC860DX18855010N,HYPE 18X8.5 5X5 71 -10 MACH,Fuel 1PC,18X8.5,5X5.0,-10,380.00,380.00 ,Machined,,,
FC860DX18855810N,HYPE 18X8.5 5X150 110 -10 MACH,Fuel 1PC,18X8.5,5X150,-10,380.00,380.00 ,Machined,,,
FC860DX18856310,HYPE 18X8.5 6X135 87 +10 MACH,Fuel 1PC,18X8.5,6X135,10,395.00,395.00 ,Machined,,,
FC860DX18856310N,HYPE 18X8.5 6X135 87 -10 MACH,Fuel 1PC,18X8.5,6X135,-10,380.00,380.00 ,Machined,,,
FC860DX18856410,HYPE 18X8.5 6X4.5 66.1 +10 MACH,Fuel 1PC,18X8.5,6X4.5,10,380.00,380.00 ,Machined,,,
FC860DX18856410N,HYPE 18X8.5 6X4.5 66.1 -10 MACH,Fuel 1PC,18X8.5,6X4.5,-10,380.00,380.00 ,Machined,,,
FC860DX18856810,HYPE 18X8.5 6X5.5 106 +10 MACH,Fuel 1PC,18X8.5,6X5.5,10,380.00,380.00 ,Machined,,,
FC860DX18856810N,HYPE 18X8.5 6X5.5 106 -10 MACH,Fuel 1PC,18X8.5,6X5.5,-10,395.00,395.00 ,Machined,,,
FC860MX17855010,HYPE 17X8.5 5X5 71 +10 M-BLK,Fuel 1PC,17X8.5,5X5.0,10,320.00,320.00 ,Matte Black,,,
FC860MX17855010N,HYPE 17X8.5 5X5 71 -10 M-BLK,Fuel 1PC,17X8.5,5X5.0,-10,335.00,335.00 ,Matte Black,,,
FC860MX17855810,HYPE 17X8.5 5X150 110 +10 M-BLK,Fuel 1PC,17X8.5,5X150,10,335.00,335.00 ,Matte Black,,,
FC860MX17855810N,HYPE 17X8.5 5X150 110 -10 M-BLK,Fuel 1PC,17X8.5,5X150,-10,320.00,320.00 ,Matte Black,,,
FC860MX17856310N,HYPE 17X8.5 6X135 87 -10 M-BLK,Fuel 1PC,17X8.5,6X135,-10,320.00,320.00 ,Matte Black,,,
FC860MX17856410,HYPE 17X8.5 6X4.5 66.1 +10 M-BLK,Fuel 1PC,17X8.5,6X4.5,10,320.00,320.00 ,Matte Black,,,
FC860MX17856410N,HYPE 17X8.5 6X4.5 66.1 -10 M-BLK,Fuel 1PC,17X8.5,6X4.5,-10,320.00,320.00 ,Matte Black,,,
FC860MX17856810,HYPE 17X8.5 6X5.5 106 +10 M-BLK,Fuel 1PC,17X8.5,6X5.5,10,335.00,335.00 ,Matte Black,,,
FC860MX17856810N,HYPE 17X8.5 6X5.5 106 -10 M-BLK,Fuel 1PC,17X8.5,6X5.5,-10,335.00,335.00 ,Matte Black,,,
FC860MX18855010,HYPE 18X8.5 5X5 71 +10 M-BLK,Fuel 1PC,18X8.5,5X5.0,10,370.00,370.00 ,Matte Black,,,
FC860MX18855810,HYPE 18X8.5 5X150 110 +10 M-BLK,Fuel 1PC,18X8.5,5X150,10,385.00,385.00 ,Matte Black,,,
FC860MX18855810N,HYPE 18X8.5 5X150 110 -10 M-BLK,Fuel 1PC,18X8.5,5X150,-10,370.00,370.00 ,Matte Black,,,
FC860MX18856310,HYPE 18X8.5 6X135 87 +10 M-BLK,Fuel 1PC,18X8.5,6X135,10,385.00,385.00 ,Matte Black,,,
FC860MX18856310N,HYPE 18X8.5 6X135 87 -10 M-BLK,Fuel 1PC,18X8.5,6X135,-10,370.00,370.00 ,Matte Black,,,
FC860MX18856410,HYPE 18X8.5 6X4.5 66.1 +10 M-BLK,Fuel 1PC,18X8.5,6X4.5,10,370.00,370.00 ,Matte Black,,,
FC860MX18856410N,HYPE 18X8.5 6X4.5 66.1 -10 M-BLK,Fuel 1PC,18X8.5,6X4.5,-10,370.00,370.00 ,Matte Black,,,
FC860MX18856810,HYPE 18X8.5 6X5.5 106 +10 M-BLK,Fuel 1PC,18X8.5,6X5.5,10,385.00,385.00 ,Matte Black,,,
FC860MX18856810N,HYPE 18X8.5 6X5.5 106 -10 M-BLK,Fuel 1PC,18X8.5,6X5.5,-10,385.00,385.00 ,Matte Black,,,
FC860ZX17855010,HYPE 17X8.5 5X5 71 +10 M-BRNZ,Fuel 1PC,17X8.5,5X5.0,10,320.00,320.00 ,Matte Bronze,,,
FC860ZX17855810,HYPE 17X8.5 5X150 110 +10 M-BRNZ,Fuel 1PC,17X8.5,5X150,10,335.00,335.00 ,Matte Bronze,,,
FC860ZX17855810N,HYPE 17X8.5 5X150 110 -10 M-BRNZ,Fuel 1PC,17X8.5,5X150,-10,320.00,320.00 ,Matte Bronze,,,
FC860ZX17856310,HYPE 17X8.5 6X135 87 +10 M-BRNZ,Fuel 1PC,17X8.5,6X135,10,320.00,320.00 ,Matte Bronze,,,
FC860ZX17856310N,HYPE 17X8.5 6X135 87 -10 M-BRNZ,Fuel 1PC,17X8.5,6X135,-10,320.00,320.00 ,Matte Bronze,,,
FC860ZX17856410,HYPE 17X8.5 6X4.5 66.1 +10 M-BRNZ,Fuel 1PC,17X8.5,6X4.5,10,320.00,320.00 ,Matte Bronze,,,
FC860ZX17856410N,HYPE 17X8.5 6X4.5 66.1 -10 M-BRNZ,Fuel 1PC,17X8.5,6X4.5,-10,320.00,320.00 ,Matte Bronze,,,
FC860ZX17856810,HYPE 17X8.5 6X5.5 106 +10 M-BRNZ,Fuel 1PC,17X8.5,6X5.5,10,335.00,335.00 ,Matte Bronze,,,
FC860ZX17856810N,HYPE 17X8.5 6X5.5 106 -10 M-BRNZ,Fuel 1PC,17X8.5,6X5.5,-10,335.00,335.00 ,Matte Bronze,,,
FC860ZX18855010,HYPE 18X8.5 5X5 71 +10 M-BRNZ,Fuel 1PC,18X8.5,5X5.0,10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18855010N,HYPE 18X8.5 5X5 71 -10 M-BRNZ,Fuel 1PC,18X8.5,5X5.0,-10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18855810,HYPE 18X8.5 5X150 110 +10 M-BRNZ,Fuel 1PC,18X8.5,5X150,10,385.00,385.00 ,Matte Bronze,,,
FC860ZX18855810N,HYPE 18X8.5 5X150 110 -10 M-BRNZ,Fuel 1PC,18X8.5,5X150,-10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18856310,HYPE 18X8.5 6X135 87 +10 M-BRNZ,Fuel 1PC,18X8.5,6X135,10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18856310N,HYPE 18X8.5 6X135 87 -10 M-BRNZ,Fuel 1PC,18X8.5,6X135,-10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18856410,HYPE 18X8.5 6X4.5 66.1 +10 M-BRNZ,Fuel 1PC,18X8.5,6X4.5,10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18856410N,HYPE 18X8.5 6X4.5 66.1 -10 M-BRNZ,Fuel 1PC,18X8.5,6X4.5,-10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18856810,HYPE 18X8.5 6X5.5 106 +10 M-BRNZ,Fuel 1PC,18X8.5,6X5.5,10,370.00,370.00 ,Matte Bronze,,,
FC860ZX18856810N,HYPE 18X8.5 6X5.5 106 -10 M-BRNZ,Fuel 1PC,18X8.5,6X5.5,-10,385.00,385.00 ,Matte Bronze,,,
FC865BE20100018N,STRIKE 20X10 BLANK 78 -18 G-BLK MILL,Fuel 1PC,20X10,BLANK,-18,525.00,570.00 ,Gloss Black Milled,476.15,93.85,exact
FC865BE20101418N,STRIKE 20X10 5X4.5/5 78 -18 G-BLK MILL,Fuel 1PC,20X10,5X4.5/5,-18,525.00,525.00 ,Gloss Black Milled,476.15,48.85,exact
FC865BE20104318N,STRIKE 20X10 5X5.0/135 87 -18 G-BLK MILL,Fuel 1PC,20X10,5X5.0/135,-18,525.00,525.00 ,Gloss Black Milled,476.15,48.85,exact
FC865BE20106718N,STRIKE 20X10 6X135/5.5 106 -18 GBLK MILL,Fuel 1PC,20X10,6X135/5.5,-18,525.00,525.00 ,Gloss Black,461.54,63.46,exact
FC865BE20107018N,STRIKE 20X10 6X4.5/5.5 78 -18 G-BLK MILL,Fuel 1PC,20X10,6X4.5/5.5,-18,525.00,525.00 ,Gloss Black Milled,476.15,48.85,exact
